order_id,customer_id,customer_name,product_id,product_name,product_category,payment_type,qty,price,datetime,city,country,ecommerce_website_name,payment_txn_id,payment_txn_success,failure_reason
5685,434,Kathy Geißler,4815525780346,Code Book,science,3,4,$33.99,2021-08-30 19:11:52,Bristol,Japan,Abebooks.com,40b1bba2-3cac-439a-a84f-e75b521fff6e,Y,
5686,198,Carolina Stutz,0648870916627,New Markets & Other Essays,economics,2,10,$32.99,2021-07-16 05:34:21,Dallas,United States,Costco.com,a0a77d38-b097-414a-8a40-49688fdc100f,Y,
5687,337,Christina Lévêque,1133060168843,Pillars of the Earth,fiction,3,9,$17.99,2021-06-01 00:49:26,Guimaraes,Portugal,Mcnallyrobinson.com,0febc3c0-15dc-4ca9-bc37-46c93fe69f45,N,Failed to connect to server
5688,61,Genaro Teixeira,2756676337398,Prisoner of Birth,fiction,3,3,$22.99,2021-01-11 00:37:08,Lyon,France,Thriftbooks.com,ba5245b9-ba0b-434d-89da-4079317fc8d0,Y,
5689,208,Friederike Mantegazza,8242194892418,Data Smart,data_science,1,6,$39.99,2021-12-08 06:25:25,Washington DC,United States,Indiebound.com,e2575c5c-cf85-44b6-a9ca-2b026f5f501b,N,Failed to connect to server
5690,301,Jimmy Chigi,6448298381687,Crime and Punishment,fiction,1,1,$38.99,2021-05-28 12:01:54,Tomar,Portugal,Daedalus Books,d5d16b34-4522-4acf-b41f-5c7ac20e8a5b,Y,
5691,157,Hernán Galindo,7166446595142,We the Living,fiction,3,6,$34.99,2021-11-08 04:08:56,Benin city,Nigeria,Barnesandnoble.com,10e9054b-53fb-4af4-a197-43e3a1ec4bf9,Y,
5692,457,Emiliano Bouchet,0191263340887,World's Greatest Trials,history,3,3,$24.99,2021-12-01 02:21:19,Enugu,Nigeria,Thestrand.com,bb589bdc-1b0d-4635-b3b3-49ee1932faac,Y,
5693,375,Constance Schacht,3674656412936,Prince,philosophy,2,6,$21.99,2021-01-12 10:45:43,Lisbon,Portugal,Barnesandnoble.com,d58b45ba-b72c-4db4-95f6-220f979a72db,Y,
5694,444,Dawn Delattre,0402163968379,Social Choice & Welfare,economics,1,6,$32.99,2021-09-29 15:03:16,Enugu,Nigeria,Waterstones.com,0d357c4e-18d3-4195-bf06-68baec4e6c5d,N,Failed to connect to server
5695,241,Piergiorgio Bedoya,6256627285236,All the President's Men,history,2,9,$22.99,2021-03-24 22:53:27,Valencia,Spain,Audible.com,089941d1-92f0-486d-9223-41d233f30954,Y,
5696,361,Alvaro Richards,8242194892418,Data Smart,data_science,3,4,$39.99,2021-10-23 07:47:45,Braga,Portugal,Audible.com,dc020b29-62c2-404b-8235-cce1f3c47d91,N,Failed to connect to server
5697,347,Rena Lachmann,2373245561840,Manasa,nonfiction,1,5,$30.99,2021-04-21 23:31:24,Kure,Japan,Costco.com,d2e28ae7-36b4-4a5c-9736-7fc04346c50d,Y,
5698,393,Gabriela Flückiger,1955013187059,Selected Short Stories,fiction,3,9,$30.99,2021-03-05 00:24:04,Zopopan,Mexico,Chapters.indigo.ca,4e865a28-d91b-40e3-a582-479b0ea2f0a3,Y,
5699,437,Tracey Uribe,2016304461544,Broca's Brain,science,2,5,$35.99,2021-05-23 09:55:44,Genoa,Italy,Indiebound.com,bdc9ef17-ab04-4144-b993-92a1a5bec65b,Y,
5700,367,Eric Zollinger,8400652822227,Char Shabda,nonfiction,3,4,$37.99,2021-11-30 06:35:20,Rome,Italy,Ebay.com,0326a5bc-c32f-4c45-a2ca-385cad00581f,Y,
5701,456,Giovanni Prince,0456007154275,Burning Bright,fiction,3,4,$29.99,2021-01-07 22:29:06,Bilbao,Spain,Thriftbooks.com,e9a4498c-1c9d-4d67-b0e5-de6bc2f26d70,Y,
5702,434,Kathy Geißler,1620766075419,Moon is Down,fiction,3,7,$40.99,2021-10-26 05:22:21,Bristol,Japan,Chapters.indigo.ca,5ab8e1cc-b123-4b88-b9f1-599c0dd966b5,N,Failed to connect to server
5703,187,Judith Peña,1020984536356,Image Processing with MATLAB,signal_processing,1,6,$18.99,2021-03-27 03:48:11,London,England,Indiebound.com,f8a29074-935e-4c86-9daa-c6910355b83d,N,Failed to connect to server
5704,272,Erik Steinmann,0740899331884,Journal of a Novel,fiction,3,7,$23.99,2021-05-10 00:13:59,Bordeaux,France,Hudsonbooksellers.com,bc3dc895-30d0-459d-b086-59b8293e3a35,Y,
5705,247,Tammie Lopresti,3082759451644,Flashpoint,comic,3,5,$36.99,2021-06-20 02:00:11,Dallas,United States,Walmart.com,bd93ce1c-72fe-4681-8d3a-678ea5e63e5c,Y,
5706,425,Zoé Guyot,1133060168843,Pillars of the Earth,fiction,1,2,$17.99,2021-12-26 20:05:31,Marseille,France,Wordery.com,da36ca6a-7b4d-4355-9466-ef5f5bb05059,Y,
5707,249,Aurore Jockel,0199226066959,Short History of the World,history,3,3,$40.99,2021-08-21 21:40:53,Merida,Mexico,Wordery.com,7c5d264d-98a0-4e44-8dda-bde5b4405da2,Y,
5708,188,Steven Bachmann,0867363477234,Jim Corbett Omnibus,nonfiction,2,1,$18.99,2021-02-21 19:51:01,Nantes,France,Audible.com,8e9b5be9-adcc-44c2-8d67-c817b082c21e,Y,
5709,173,Pompeo Montalti,1972966875772,Farewell to Arms,fiction,3,7,$32.99,2021-05-10 08:03:45,Kobe,Japan,Kidsbooks.com,a59d3a29-8b48-480b-9819-3ca6a01b2c52,Y,
5710,88,Virginia Stevenson,2756676337398,Prisoner of Birth,fiction,2,3,$22.99,2021-07-27 04:06:42,Bremen,Germany,Audiobooks.com,8d775028-4538-4f33-bc6b-2fef562c9f3f,N,Card declined
5711,450,Germán Herzog,8241730428142,Complete Sherlock Holmes,fiction,3,7,$24.99,2021-09-07 13:58:37,Lyon,France,Kidsbooks.com,62b4f51a-4517-47e0-9f0f-d3d1d7070c28,Y,
5712,22,Margrit Contrafatto,4599246610938,New Machiavelli,fiction,3,2,$39.99,2021-11-30 05:51:51,Osaka,Japan,Waterstones.com,5f90f6b5-b6b0-487e-b709-a560bfa260a2,Y,
5713,190,Alexander Dias,1819270835187,Justice,philosophy,3,3,$33.99,2021-06-28 19:44:16,Bacalar,Mexico,Amazon.com,bbdb911b-2c24-4ae9-81f4-3a70b7f8e556,N,Card declined
5714,12,Antonia Pérez,4364000415582,Dongri to Dubai,nonfiction,3,9,$18.99,2021-06-15 03:17:54,Tokyo,Japan,Audiobooks.com,ab39ed8a-21f6-4db8-9a1e-7ee22a55c571,Y,
5715,19,Ángela Johnson,7608116050198,Idea of Justice,nonfiction,3,5,$21.99,2021-11-04 10:54:21,Salamanca,Spain,Daedalus Books,47dfe451-0a40-4e9c-876b-e75d5dc53af3,N,Card declined
5716,492,Malika Rousset,6606573547122,Econometric Analysis,economics,1,6,$36.99,2021-07-06 06:47:09,Benin city,Nigeria,Thestrand.com,82af4830-4efa-4846-8851-af11f3e53f8e,Y,
5717,208,Friederike Mantegazza,1819270835187,Justice,philosophy,2,9,$33.99,2021-05-23 11:25:33,Washington DC,United States,Booksamillion.com,b8c26c02-254a-45d9-8d42-f02eedba8369,Y,
5718,480,Frédérique Polizzi,3513933287112,Orientalism,history,1,7,$23.99,2021-09-19 01:43:09,Leeds,England,Indiebound.com,5e6b3cd9-210f-477d-8fe6-9614ea747d46,Y,
5719,317,Milena Bähr,7036954103903,Ayn Rand Answers,philosophy,3,5,$36.99,2021-08-04 15:56:57,Frankfurt,Germany,Thriftbooks.com,4500f2a9-1c0b-4041-88b8-b37e543e4d30,Y,
5720,321,Filippo Bertin,3760314122702,India's Legal System,nonfiction,1,4,$15.99,2021-06-06 09:46:45,Frankfurt,Germany,Amazonbooks.com,8bd13660-a0fa-4284-b35b-0d92a4492583,Y,
5721,144,Vanessa Koch II,4828298887549,Girl who played with Fire,fiction,1,7,$15.99,2021-07-01 14:43:25,Lille,France,Chapters.indigo.ca,8a50e047-80b0-4032-85d4-9b5e9633d069,Y,
5722,234,Ornella Lacombe,6354603053579,Free Will,philosophy,3,8,$32.99,2021-11-23 10:09:05,Manchester,England,Audiobooks.com,57da6381-2db2-44c4-b287-1390c63392d5,Y,
5723,341,Zachary Hill,0285332342282,Ropemaker,fiction,2,4,$20.99,2021-10-16 19:36:17,Bristol,England,Hudsonbooksellers.com,6f90aad6-202e-49d6-8428-102e293299b2,Y,
5724,436,Brayan Kroker,6802199317303,Statistical Learning Theory,data_science,2,8,$22.99,2021-09-02 10:00:20,Berlin,Germany,Walmart.com,ae5bbd7c-71c5-4c40-a992-72a49e26d43c,N,Card declined
5725,28,Imelda Saldivar,6802199317303,Statistical Learning Theory,data_science,2,8,$22.99,2021-08-14 10:14:54,Turin,Italy,Powellsbooks.com,5e62a43c-5385-43a3-8d07-2016f905b104,Y,
5726,285,Pablo Leopardi,0754706381207,Analysis,mathematics,2,7,$40.99,2021-04-16 15:57:18,Bilbao,Spain,Amazon.com,8e9323cb-56a4-49c7-afa3-9c7750c01c33,N,Card declined
5727,215,Pierpaolo Clerc,4364000415582,Dongri to Dubai,nonfiction,2,10,$18.99,2021-12-01 11:01:30,Seville,Spain,Audiobooksnow.com,4eb5923f-eece-4ebb-a01b-7beb65872f6b,N,Card declined
5728,102,Socorro Arellano,4038249066491,History of England,history,1,10,$16.99,2021-11-28 19:35:27,Kobe,Japan,Hudsonbooksellers.com,c37c32d6-bf8e-41b5-b887-4c3f6b425028,N,Failed to connect to server
5729,110,Alessia Cruz,6711688222328,Killing Joke,comic,3,1,$30.99,2021-07-10 21:35:27,Bilbao,Spain,Bookoutlet.com,c96cfc1d-14ef-487f-9089-6d30659c22e9,Y,
5730,461,Israel Küng,7879936847354,Neural Networks,data_science,1,3,$23.99,2021-06-06 07:12:09,San Jose,United States,Thriftbooks.com,e3c17a09-d37a-4339-ad9c-7e14aab935f8,Y,
5731,80,Paola Techer,6711688222328,Killing Joke,comic,1,2,$30.99,2021-09-20 08:52:59,Brighton,England,Target.com,9d4748ad-f9c3-45ea-9296-5fc0282f14fa,N,Failed to connect to server
5732,87,Ramona Hirt,0015751759473,Superman Earth One - 1,comic,3,10,$26.99,2021-10-25 11:18:50,Cancun,Mexico,Hive.com,081c8daf-76b0-498e-a9e3-358d5907c0a3,N,Failed to connect to server
5733,177,Leah Hebert,5769620290721,World's Greatest Short Stories,fiction,2,10,$33.99,2021-08-19 19:34:30,Hiroshima,Japan,Walmart.com,7ef9eed4-67fc-449d-97c8-fae1cfad2a99,Y,
5734,473,Aimée Garcia,0190412438857,We the Nation,philosophy,2,10,$17.99,2021-02-18 15:06:44,Nice,France,Wordery.com,477fa532-7d0f-4d5e-893c-500245c2c693,Y,
5735,352,Rossana Martucci,1663763637693,Doctor on the Brain,fiction,2,7,$21.99,2021-09-21 18:04:33,capri,Italy,Walmart.com,ef0ef78b-408d-4bc7-b6bd-1c956e5a4c44,Y,
5736,325,Lisette González,9230225841978,Trial,fiction,3,9,$19.99,2021-02-05 04:34:15,Munich,Germany,Indiebound.com,7860ccf3-27c4-4078-93a4-0c6e3d1957c0,N,Card declined
5737,144,Vanessa Koch II,0924367551961,Structure and Randomness,mathematics,2,4,$34.99,2021-06-23 20:20:15,Lille,France,Mcnallyrobinson.com,78eec7de-b28f-4060-9697-575e2708ceb6,Y,
5738,466,Elias Koch,8242194892418,Data Smart,data_science,1,6,$39.99,2021-05-26 04:02:44,Malaga,Spain,Audible.com,3afaf0cc-8902-4343-a06f-8d07de26fd8d,Y,
5739,342,Elisa Martinez,2821691972999,Hunchback of Notre Dame,fiction,1,2,$24.99,2021-01-05 09:01:06,Tijuana,Mexico,Albris.com,0bee593d-693c-4420-8ccd-de88a4851ab2,Y,
5740,82,Élise Sorgatz,1428512400030,Python for Data Analysis,data_science,3,1,$37.99,2021-11-04 07:30:33,Milan,Italy,Powellsbooks.com,e40262ab-623a-487f-9e25-b74fa36f6995,N,Failed to connect to server
5741,487,Nelson Rodriguez,2250909255447,Beyond the Three Seas,history,1,3,$25.99,2021-05-21 04:33:43,Merida,Mexico,Target.com,a80f9a86-1953-44f8-a886-bc7ba6b78e8e,N,Card declined
5742,247,Tammie Lopresti,4364000415582,Dongri to Dubai,nonfiction,2,3,$18.99,2021-12-02 21:51:20,Dallas,United States,Walmart.com,3b631664-240a-4e2c-b598-36d86b937b78,Y,
5743,303,Marian Valette,8961823366709,Empire of the Mughal - The Tainted Throne,history,3,1,$26.99,2021-06-19 12:43:57,Birmingham,England,Ebay.com,af235d05-a93e-4f8e-a8de-ee23fe2f3733,Y,
5744,323,Benjamin Collet,4802362382925,Angels & Demons,fiction,2,6,$37.99,2021-01-06 04:03:10,Marseille,France,Daedalus Books,babfa6ac-1aab-4f6e-99af-db4e28ed03de,Y,
5745,148,Damaris Maurer,4878674238526,Death of Superman,comic,1,3,$18.99,2021-04-23 10:22:15,Zopopan,Mexico,Audiobooksnow.com,d47ce48b-bd19-4b69-bcea-974c5c98c689,Y,
5746,166,Deborah Bertrand,6570040494380,Down and Out in Paris & London,nonfiction,2,3,$40.99,2021-12-19 15:18:34,Barcelona,Spain,Walmart.com,93c13fd3-d29c-40c0-b9ae-59999d99a3b7,Y,
5747,41,Martina Hahn,1510903217300,Birth of a Theorem,mathematics,1,10,$33.99,2021-07-02 11:43:12,Tomar,Portugal,Hudsonbooksellers.com,ac573d49-8a14-4390-9de8-c97351bda86d,Y,
5748,87,Ramona Hirt,5938805880273,Men of Mathematics,mathematics,1,3,$21.99,2021-02-06 10:14:00,Cancun,Mexico,Chapters.indigo.ca,d984b51d-c4ad-4662-b5b5-d7dff06dd78c,N,Card declined
5749,122,Giampiero Keller,6841269611613,Once There Was a War,nonfiction,3,7,$16.99,2021-05-27 23:56:53,Paris,France,Chapters.indigo.ca,585ac348-342d-4cd5-a58e-9db40e0aede8,N,Card declined
5750,88,Virginia Stevenson,6256627285236,All the President's Men,history,1,9,$22.99,2021-07-21 00:31:03,Bremen,Germany,Hudsonbooksellers.com,8ec5de6b-ed8e-458b-bf2b-2f0eb9ccd3a3,Y,
5751,481,José Eduardo Lanz,2076984564287,Statistical Decision Theory',data_science,2,3,$24.99,2021-09-16 19:17:55,Birmingham,England,Booktopia.com,6c8b429a-a78c-486f-8efc-f2482db51aff,Y,
5752,27,Carla Parker,9344217610470,Signal and the Noise,data_science,3,3,$32.99,2021-07-30 15:24:42,Strasbourg,France,Daedalus Books,66cbf0ad-d88a-436e-b968-8fe2069816c2,N,Card declined
5753,381,Rocío Morandini,0285332342282,Ropemaker,fiction,3,4,$20.99,2021-08-30 06:28:12,Stuttgart,Germany,Mcnallyrobinson.com,2ed436d4-e624-4abd-a37b-4376ce5366d6,Y,
5754,193,Danielle Meister,0271427878903,Making Software,computer_science,1,8,$34.99,2021-08-05 21:09:59,New York,United States,Barnesandnoble.com,beb0eb65-b67e-4d4c-8883-969a44a6c0ed,N,Card declined
5755,215,Pierpaolo Clerc,0777067771111,Maqta-e-Ghalib,fiction,3,8,$25.99,2021-10-03 10:41:47,Seville,Spain,Albris.com,cbdc9d42-9aa6-4b4f-9749-b8d372912d53,Y,
5756,266,Henning Klingelhöfer,9306046092513,Discovery of India,history,1,7,$17.99,2021-05-13 05:53:50,Guimaraes,Portugal,Abebooks.com,f91bfc00-1fc1-4378-859b-a79a3d415b02,Y,
5757,26,Kreszentia Dos Santos,5103374430758,Information,science,3,7,$25.99,2021-03-18 08:01:19,Florence,Italy,Thestrand.com,35cada6b-f177-499a-b7bf-f8b769c4e310,Y,
5758,35,Shpresa Colón,5938805880273,Men of Mathematics,mathematics,1,5,$21.99,2021-04-21 09:23:54,Mexico City,Mexico,Barnesandnoble.com,ff7e45b4-bac1-4b41-945f-547f59b97505,Y,
5759,385,Andrés Ávila,3893055508242,Veteran,fiction,2,9,$18.99,2021-07-08 15:21:25,Cologne,Germany,Audible.com,8463d917-0278-4835-90c8-f2dc927c3d76,Y,
5760,59,Vittoria Correa,9118243454489,Uncommon Wisdom,nonfiction,1,2,$36.99,2021-05-14 04:15:20,lokoja,Nigeria,Audible.com,9ff696fe-0211-4b3a-b702-396641fbd102,N,Failed to connect to server
5761,362,Edda Jost,6016419538434,Great Indian Novel,fiction,3,3,$32.99,2021-11-24 07:30:02,Yokohama,Japan,Waterstones.com,3562f294-81b5-451e-a727-b844989e9ea6,Y,
5762,347,Rena Lachmann,7970341489266,Computer Vision,data_science,1,1,$34.99,2021-06-04 03:02:11,Kure,Japan,Booktopia.com,f49da648-6046-4f59-b939-2d9b6a508435,N,Failed to connect to server
5763,174,Alice Roos,7608116050198,Idea of Justice,nonfiction,1,6,$21.99,2021-03-29 05:25:26,Bristol,Japan,Booktopia.com,ee4fe497-9bcb-4f78-9bfc-f2838fc7bbb4,N,Card declined
5764,350,Jeremy Moser,6606573547122,Econometric Analysis,economics,1,9,$36.99,2021-08-08 22:03:01,San Jose,United States,Hudsonbooksellers.com,0f6de0b4-2d89-48fa-915c-b091b564fcd0,N,Card declined
5765,217,Tonia Ruppersberger,3458771652800,City of Djinns,history,2,4,$34.99,2021-07-30 11:33:07,Rome,Italy,Audible.com,3c385822-4a60-4b87-9151-fa1aee8b99fc,Y,
5766,82,Élise Sorgatz,2954604860646,Age of the Warrior,history,3,10,$23.99,2021-02-07 05:22:55,Milan,Italy,Target.com,02095e06-97a5-43cc-a6ae-6390b2474eee,Y,
5767,237,Gastone Leu,0015751759473,Superman Earth One - 1,comic,1,1,$26.99,2021-04-02 04:19:55,Kure,Japan,Chapters.indigo.ca,148dfa9f-212d-4ae2-b0aa-8a1d29e9c57f,Y,
5768,476,Yulieth Zimmer,9834789784438,India from Midnight to Milennium,history,3,2,$18.99,2021-03-22 23:26:57,Bilbao,Spain,Amazonbooks.com,26d54363-399b-45f1-9ac2-23beaa0157d0,N,Failed to connect to server
5769,42,Claudia Eckbauer,0743615110503,Unpopular Essays,philosophy,1,3,$32.99,2021-06-21 15:33:03,Liverpool,England,Kidsbooks.com,1530d7a9-37ba-410b-bd3c-6023d71a6ae7,Y,
5770,205,Armando Valentine,3511087317648,Tao of Physics,science,2,3,$25.99,2021-03-15 07:29:21,Bordeaux,France,Audible.com,825fdff6-df3f-4716-b921-79a2ea83c62d,Y,
5771,361,Alvaro Richards,3082759451644,Flashpoint,comic,1,9,$36.99,2021-07-03 18:16:11,Braga,Portugal,Booktopia.com,746e147c-ebcf-4e4f-b5a0-f8a8948511e7,Y,
5772,427,Sigfried Aguilar,3764092627909,Justice League: Throne of Atlantis,comic,3,9,$25.99,2021-03-22 20:13:34,Perugia,Italy,Target.com,8c628fa2-b756-4327-880e-1fa753db929f,Y,
5773,46,Barbara Masson,4828298887549,Girl who played with Fire,fiction,1,9,$15.99,2021-05-23 03:23:22,Porto,Portugal,Hudsonbooksellers.com,b0b96ccd-00fc-4b9b-9282-3cc3b9c64077,Y,
5774,22,Margrit Contrafatto,0191263340887,World's Greatest Trials,history,1,9,$24.99,2021-01-22 12:30:09,Osaka,Japan,Mcnallyrobinson.com,7be0bbf3-03fe-40dc-815e-11a1146de000,Y,
5775,296,Tristan Lozada,1435212503008,Vyakti ani Valli,nonfiction,2,6,$37.99,2021-08-27 20:17:21,mainz,Germany,Albris.com,f29b1f74-1f26-4bdf-8ea9-0ebe7d6d51d3,N,Failed to connect to server
5776,271,Elisabeth Cuesta,5233769606960,Physics & Philosophy,science,1,9,$18.99,2021-01-16 14:52:22,Monterrey,Mexico,Albris.com,33717653-b2ac-43b7-b22c-83db13722ab6,Y,
5777,396,Ingelore Santana,7176045229614,Wealth of Nations,economics,2,5,$38.99,2021-08-27 23:54:12,cambridge,England,Hudsonbooksellers.com,c59aec2e-6bb9-4708-a059-d3f5c94243bb,Y,
5778,79,Nicole de la Fuente,7879936847354,Neural Networks,data_science,2,8,$23.99,2021-11-30 16:02:48,Washington DC,United States,ChronicleBooks.com,b2bbd38f-1e1e-4e3a-ab2c-13cf51cc72b5,N,Failed to connect to server
5779,243,Kunibert Golino,2076984564287,Statistical Decision Theory',data_science,2,8,$24.99,2021-03-27 01:33:50,Bristol,England,Wordery.com,474a28b5-13cf-49fb-990d-55c9c51074dc,Y,
5780,125,Marina Lomeli,9230310450931,In a Free State,fiction,3,1,$15.99,2021-04-28 15:47:02,Kamakura,Japan,Bookoutlet.com,f0d5b870-c7a9-45bb-9482-61ad5298adc9,Y,
5781,412,Liberto Migliaccio,5233769606960,Physics & Philosophy,science,1,9,$18.99,2021-01-10 23:17:10,Nice,France,Wordery.com,adcea34b-85e0-4421-b9c7-b426c8b6f87e,Y,
5782,201,Liesa Gallegos,1877278526469,Empire of the Mughal - Raiders from the North,history,1,7,$28.99,2021-03-23 11:47:20,Perugia,Italy,Indiebound.com,8a6066b8-52cf-4254-8d91-adb3f790a1c1,Y,
5783,12,Antonia Pérez,2087091634572,Age of Wrath,history,3,6,$31.99,2021-07-12 12:51:31,Tokyo,Japan,Audiobooks.com,91ded117-e2b6-40fe-8938-717127ff148a,N,Card declined
5784,355,Shawn Chiappetta,7879936847354,Neural Networks,data_science,1,9,$23.99,2021-05-11 16:46:42,Valencia,Spain,Booktopia.com,d473f09d-7a70-4598-be77-f8b83a94e5e3,Y,
5785,176,Aurora Liebelt,3500631699682,Think Complexity,data_science,1,3,$32.99,2021-10-04 00:26:36,mainz,Germany,Daedalus Books,db771fd8-8837-47c4-8af2-0790043e01b0,Y,
5786,363,Patricia Budig,2040752275866,Last Lecture,nonfiction,2,5,$28.99,2021-12-01 03:10:35,Seville,Spain,Albris.com,5868fc71-c813-4672-b380-d06e8fae0f03,Y,
5787,184,Dulce María Martineau,8185011695970,To Sir With Love,fiction,1,1,$19.99,2021-08-25 12:22:14,Rome,Italy,Amazon.com,f81c2cdf-68b1-477e-b917-a7caa1d8e351,N,Failed to connect to server
5788,400,Victoire Hofmann,6902816459307,Idiot,fiction,2,7,$17.99,2021-07-18 21:22:32,Lille,France,Bookoutlet.com,9f211f4b-f4fd-4e97-a84f-e68c180c6244,N,Failed to connect to server
5789,343,Óscar Otto,0402163968379,Social Choice & Welfare,economics,1,4,$32.99,2021-12-13 15:13:52,Hiroshima,Japan,Albris.com,b903774c-7eb1-4c26-8f1f-91ad523379ec,Y,
5790,338,Marcela Lopez,1428512400030,Python for Data Analysis,data_science,1,3,$37.99,2021-11-19 02:10:43,Yokohama,Japan,Amazonbooks.com,649d2a90-3d76-4b02-a2e7-7be0443c3d7d,Y,
5791,374,Kristina Maurice,1620766075419,Moon is Down,fiction,1,3,$40.99,2021-10-14 23:44:25,Dallas,United States,Booktopia.com,df7f9781-3676-4531-86f2-e62c5604dc99,Y,
5792,441,Jorge Wallace,9344217610470,Signal and the Noise,data_science,1,9,$32.99,2021-06-16 20:38:11,Nantes,France,ChronicleBooks.com,a06297d1-e644-4962-bbe1-80355bdf1830,N,Card declined
5793,169,Benito Jacques,8961823366709,Empire of the Mughal - The Tainted Throne,history,1,7,$26.99,2021-08-31 20:39:20,Benin city,Nigeria,Thestrand.com,845f2295-9433-4c3e-8013-558ccc3046ba,N,Failed to connect to server
5794,424,Bilal Guzmán,4038249066491,History of England,history,3,9,$16.99,2021-11-12 05:27:13,Paris,France,Powellsbooks.com,8ea26405-31c9-4394-9b0c-dc3bbfbf3fa1,Y,
5795,363,Patricia Budig,6902816459307,Idiot,fiction,3,9,$17.99,2021-01-20 12:10:54,Seville,Spain,Bookoutlet.com,0480b5b0-f32a-4afc-a7c0-38fd971d41a4,Y,
5796,175,Zenon Molina,8185011695970,To Sir With Love,fiction,1,7,$19.99,2021-04-25 06:37:29,Monterrey,Mexico,Daedalus Books,dee9fee7-3a09-4210-93ab-869feb56b703,N,Card declined
5797,288,Maggie Frick,1133060168843,Pillars of the Earth,fiction,1,1,$17.99,2021-11-28 13:15:46,Cancun,Mexico,Hudsonbooksellers.com,49848590-d6fe-4550-a862-b9041f092d4d,N,Failed to connect to server
5798,174,Alice Roos,5938805880273,Men of Mathematics,mathematics,2,9,$21.99,2021-11-26 09:56:10,Bristol,Japan,Powellsbooks.com,ed99ab40-48dd-4010-8032-b3235ad06572,Y,
5799,196,Julio Gibbs,2622358332459,Dylan on Dylan,nonfiction,1,7,$27.99,2021-11-08 21:34:46,Marseille,France,Albris.com,b7bf3918-00b9-42f2-aafa-0136e138d9c0,Y,
5800,192,Louis Bradley,7793615349260,Mein Kampf,nonfiction,1,10,$36.99,2021-05-24 07:52:14,mainz,Germany,Kidsbooks.com,0b95a06a-4ce9-4766-8e38-318b95d87fd5,Y,
5801,99,Lio Pausini,3288182028693,Superman Earth One - 2,comic,1,4,$17.99,2021-04-30 00:14:45,Toyama,Japan,Amazon.com,a3cab50b-8b68-4e86-a08c-f0f899c2f835,Y,
5802,160,Celine Matías,0285332342282,Ropemaker,fiction,1,7,$20.99,2021-11-19 04:12:29,Stuttgart,Germany,Amazon.com,70a41703-72e7-408e-9803-cdabeb84c914,Y,
5803,123,Jonathan Harper,7036954103903,Ayn Rand Answers,philosophy,1,10,$36.99,2021-03-12 23:39:52,Toulouse,France,Bookoutlet.com,8b2be761-8090-4381-89bf-1ceab1805ae0,Y,
5804,92,Rotraud Boito,2585826843652,Batman Earth One,comic,2,4,$35.99,2021-10-08 21:59:09,Leeds,England,Target.com,829e467d-65f9-4602-ad59-ea41b041a6bf,Y,
5805,445,Simone Verduzco,3688712180103,Attorney,fiction,2,3,$30.99,2021-03-22 06:28:03,Paris,France,Booksamillion.com,52fa905f-fc85-44ba-a8b3-9c489e97bbed,Y,
5806,13,Reynaldo Méndez,7970341489266,Computer Vision,data_science,2,1,$34.99,2021-06-19 09:52:24,Seville,Spain,Barnesandnoble.com,c7eeb8c9-1241-4b58-9f4a-0110fca714db,Y,
5807,377,Liliana Caldera,6478034710396,Batman Handbook,comic,2,4,$32.99,2021-05-30 20:26:42,Seville,Spain,Kidsbooks.com,c54fe589-3f7e-4c03-9974-30796e4fc770,Y,
5808,153,Inès Schäfer,2082965708694,Ashenden of The British Agent,fiction,2,7,$21.99,2021-02-14 22:16:12,Cordoba,Spain,Booksamillion.com,0e933ac1-a30a-4cb9-b9a6-5dfd3c69e7a3,Y,
5809,122,Giampiero Keller,0648870916627,New Markets & Other Essays,economics,3,7,$32.99,2021-04-18 06:27:04,Paris,France,Bookoutlet.com,c251e0a8-4b7d-441c-9d69-d749d2602e1a,Y,
5810,157,Hernán Galindo,0222708086258,Clash of Civilizations and Remaking of the World Order,history,3,5,$17.99,2021-07-28 17:52:09,Benin city,Nigeria,Audiobooksnow.com,a45496b1-dd8e-4ac6-88b6-1bc56addee05,N,Card declined
5811,435,Melanie Marín,7168861197529,Courtroom Genius,nonfiction,3,3,$26.99,2021-12-07 02:42:56,Barcelona,Spain,Audible.com,c13d5d36-5101-497a-b250-a8fc66c24bcb,Y,
5812,243,Kunibert Golino,7608116050198,Idea of Justice,nonfiction,1,4,$21.99,2021-04-12 18:12:57,Bristol,England,Barnesandnoble.com,ad115466-dcd8-483f-8eab-3d6bdebed578,Y,
5813,374,Kristina Maurice,3513933287112,Orientalism,history,3,8,$23.99,2021-06-20 14:54:15,Dallas,United States,Audiobooks.com,ae563208-66f0-4d18-9f4d-0064f650c497,Y,
5814,250,Jessica Bader,4261973781327,Great War for Civilization,history,3,6,$16.99,2021-06-23 21:13:04,Birmingham,England,Target.com,ddb154ac-f264-467a-8348-4dd8c16ab50a,Y,
5815,484,Türkan Gamboa,0250592763672,Batatyachi Chal,fiction,1,7,$19.99,2021-01-08 18:15:39,Frankfurt,Germany,Abebooks.com,3a866fc2-8453-4230-a2e1-ad79baaa736d,Y,
5816,34,Michelle Hunter,9230225841978,Trial,fiction,3,6,$19.99,2021-11-13 07:22:05,Lille,France,Wordery.com,77d0db92-882e-4588-b607-e0fca5f4256f,Y,
