order_id,customer_id,customer_name,product_id,product_name,product_category,payment_type,quantity,price,datetime,city,country(state),ecommerce_website_name,payment_txn_id,payment_txn_success,failure_reason
6353,19, Jordan Brown,400562,Wrangler,Jeep,Card,15,30295,06-03-2021 03:51,Memphis,Tennessee,Carfax,os-829025,Y,
6354,17, Maria Garcia,200967,Rogue,Nissan,Wallet,7,27150,10-09-2021 02:52,Chattanooga,Tennessee,eBay,uT-646044,Y,
6355,12, Eric Kemsley,300451,Corolla,Toyota,Internet Banking,18,20425,1/26/2021 3:28,Dulles,Virginia,eBay,SF-494460,Y,
6356,16, Dave Hernandez,200122,Equinox,Chevrolet,Internet Banking,15,26300,11/20/2021 15:46,Mobile,Alabama,Carvana,Tb-119796,Y,
6357,7, Calvin Harris,200122,Equinox,Chevrolet,UPI,3,26300,11-07-2021 03:46,Meridian,Mississippi,Carvana,QN-677023,Y,
6358,7, Calvin Harris,300479,Camry,Toyota,Card,14,25945,11/29/2021 1:48,Meridian,Mississippi,Car Max,xJ-502640,Y,
6359,10, Max Halloway,200122,Equinox,Chevrolet,Internet Banking,21,26300,08-07-2021 23:46,Mobile,Alabama,eBay,Ne-056773,Y,
6360,7, Calvin Harris,200794,HR-V,Honda,UPI,11,23650,02-09-2021 03:04,Memphis,Tennessee,Carfax,oW-173145,Y,
6361,5, Brandon Johnson,300451,Corolla,Toyota,UPI,3,20425,02-12-2021 15:31,Tupelo,Mississippi,Carfax,WA-947809,Y,
6362,4, Rashid Matthews,300995,Altima,Nissan,Card,18,24900,11/26/2021 12:40,Richmond,Virginia,Carfax,Sl-247976,N,Incorrect Pin
6363,8, Justin Thomas,100648,Sierra,GMC,Wallet,13,37195,5/25/2021 13:42,Huntsville,Alabama,Carfax,MT-567320,N,The payment gateway does not support
6364,20, Ryan Collier,300857,Model Y,Tesla,UPI,4,65990,12-01-2021 12:26,Lynchburg,Virginia,AutoTrader,IC-529402,N,The payment gateway does not support
6365,1, John Smith,200794,HR-V,Honda,Card,16,23650,11-11-2021 22:20,Beckley,West Virginia,AutoTrader,EN-292359,N,Incorrect Pin
6366,10, Max Halloway,200787,CR-V,Honda,Wallet,6,26800,01-12-2021 18:12,Fort Smith,Arkansas,Car Max,lw-010939,N,Credit or debit card is canceled
6367,21, Louis Way,300995,Altima,Nissan,Card,5,24900,04-07-2021 23:53,Memphis,Tennessee,eBay,ND-566461,Y,
6368,23, Usamah Khan,201278,Outback,Subaru,Card,4,26945,04-09-2021 21:53,Tupelo,Mississippi,AutoTrader,Xp-966338,N,The payment gateway does not support
6369,8, Justin Thomas,200967,Rogue,Nissan,Card,4,27150,11-12-2021 11:15,Birmingham,Alabama,AutoTrader,BC-799530,N,Incorrect Pin
6370,15, Micheal Smith,200967,Rogue,Nissan,Wallet,4,27150,9/14/2021 17:09,Atlanta,Georgia,AutoTrader,iq-010665,Y,
6371,5, Brandon Johnson,400562,Wrangler,Jeep,Card,6,30295,07-01-2021 05:23,Elkins,West Virginia,Car Max,vb-512653,N,Credit or debit card is canceled
6372,8, Justine Thomas,400562,Wrangler,Jeep,Card,13,30295,01-11-2021 10:31,New Orleans,Louisiana,eBay,uV-081605,N,Credit or debit card is canceled
6373,2, Mary Jafne,100648,Sierra,GMC,Internet Banking,15,37195,05-09-2021 07:47,Fort Smith,Arkansas,Carvana,pL-279852,Y,
6374,17, Maria Ggarcia,100243,F-150,Ford,Wallet,18,45525,2/26/2021 19:42,Little Rock,Arkansas,Carfax,Oe-359998,Y,
6375,20, Ryan Collier,200967,Rogue,Nissan,Wallet,16,27150,1/18/2021 17:15,Bowling Green,Kentucky,Car Max,cn-621216,Y,
6376,4, Rashid Matthews,200122,Equinox,Chevrolet,Wallet,5,26300,07-08-2021 15:35,Johnson City,Tennessee,AutoTrader,wV-747893,Y,
6377,19, Jordan Bhrown,201137,CX-5,Mazda,Internet Banking,1,26250,10/19/2021 19:26,Spartanburg,South Carolina,eBay,lx-267094,Y,
6378,22, Jenny Picjkard,201137,CX-5,Mazda,Card,17,26250,08-06-2021 23:19,Kingsport,Tennessee,eBay,xb-802231,Y,
6379,24, Amy Barnes,300804,Model 3,Tesla,Internet Banking,5,46990,01-05-2021 21:34,Winston-Salem,North Carolina,Carfax,nB-522576,Y,
6380,25, Karen Smith,300857,Model Y,Tesla,Card,2,65990,11/23/2021 6:47,Baton Rouge,Louisiana,eBay,ma-498652,N,Credit or debit card is canceled
6381,76, Calvin Harris,200787,CR-V,Honda,UPI,19,26800,10/25/2021 19:28,Asheville,North Carolina,eBay,OG-799789,Y,
6382,17, Max Halloway,300479,Camry,Toyota,UPI,5,25945,7/24/2021 10:37,Kingsport,Tennessee,eBay,Fb-370961,N,The payment gateway does not support
6383,14, Kumar Singh,100145,Silverado,Chevrolet,Wallet,7,34600,9/22/2021 15:38,North Little Rock,Arkansas,Carvana,XD-681710,Y,
6384,299, Usamah Khan,300451,Corolla,Toyota,UPI,11,20425,3/27/2021 11:38,Little Rock,Arkansas,eBay,Gy-820864,Y,
6385,18, Sfsan Boyle,100243,F-150,Ford,Internet Banking,6,45525,04-09-2021 06:03,Columbia,South Carolina,Car Max,UN-624317,Y,
6386,16, Dgve Hernandez,300786,Civic,Honda,UPI,16,22550,9/27/2021 11:21,Wilmington,North Carolina,eBay,YJ-323912,N,The billing address is invalid 
6387,3,Aletander Hopkins,201081,Tucson,Hyundai,Internet Banking,13,24950,10/25/2021 4:14,Elkins,West Virginia,Carvana,Fi-286359,Y,
6388,15, Micheal Smith,200233,Explorer,Ford,Internet Banking,21,35510,04-02-2021 18:13,North Little Rock,Arkansas,AutoTrader,TD-733879,N,Credit or debit card is canceled
6389,15, Micheal Smith,201137,CX-5,Mazda,Wallet,9,26250,6/18/2021 8:33,Jackson,Kentucky,eBay,zI-506805,Y,
6390,1, Johnr Smith,100145,Silverado,Chevrolet,Card,11,34600,07-10-2021 01:07,Shreveport,Louisiana,AutoTrader,iG-643649,Y,
6391,23, Usamah Khan,200122,Equinox,Chevrolet,UPI,14,26300,09-11-2021 16:58,Tupelo,Mississippi,eBay,gw-423502,Y,
6392,16, Daveg Hernandez,201278,Outback,Subaru,Internet Banking,6,26945,3/22/2021 4:56,Columbia,South Carolina,AutoTrader,UJ-068692,Y,
6393,2, Mary Jane,201278,Outback,Subaru,UPI,20,26945,11/15/2021 1:31,Nashville,Tennessee,Carfax,mp-860156,N,The consumers account is suspended or closed 
6394,5, Brandon Johnson,100648,Sierra,GMC,UPI,14,37195,10/22/2021 9:23,Johnson City,Tennessee,Carfax,DS-953066,Y,
6325,4, Rashid Matthews,200482,RAV4,Toyota,UPI,10,26975,5/28/2021 3:39,Huntington,West Virginia,Carfax,iB-072126,Y,
6396,6, Alex Poppins,100243,F-150,Ford,Wallet,14,45525,9/23/2021 13:41,Jackson,Kentucky,Car Max,VW-784411,Y,
6397,2, Mary Jane,100409,Tacoma,Toyota,Wallet,5,27150,1/13/2021 5:05,Kingsport,Tennessee,AutoTrader,pY-314422,N,Merchant account blocks the transaction
638,17, Maria Garcia,300804,Model 3,Tesla,Card,18,46990,5/29/2021 19:26,North Little Rock,Arkansas,Carvana,wv-476565,N,Credit or debit card is expired 
6399,20, Ryan Collier,100379,1500,Ram,UPI,9,33975,9/26/2021 1:48,Charleston,West Virginia,eBay,gi-452012,Y,
64400,22, Jenny Pickard,200261,Escape,Ford,Wallet,2,27185,06-12-2021 09:10,Athens,Georgia,eBay,Ba-015065,N,Credit or debit card is expired 
6401,21, Louis Way,201081,Tucson,Hyundai,Internet Banking,12,24950,6/21/2021 19:49,Greenville,South Carolina,Car Max,oS-764045,Y,
64042,3,Alexander Hopkins,200967,Rogue,Nissan,Wallet,4,27150,12/26/2021 8:50,Charleston,West Virginia,Carvana,Wf-019163,N,Credit or debit card is expired 
6403,18, Susan Boyle,100145,Silverado,Chevrolet,Wallet,11,34600,05-11-2021 00:11,North Little Rock,Arkansas,eBay,fR-885802,Y,
6405,11, Chris Jones,200122,Equinox,Chevrolet,Card,14,26300,05-03-2021 23:59,Nashville,Tennessee,eBay,CI-364558,Y,
6405,22, Jrenny Pickard,201137,CX-5,Mazda,UPI,13,26250,8/17/2021 17:54,Lynchburg,Virginia,Carvana,lW-785447,Y,
6406,23, Usamah Khan,300995,Altima,Nissan,Internet Banking,1,24900,5/22/2021 14:35,Spartanburg,South Carolina,eBay,Gr-776198,Y,
6407,1, Johrn Smith,201278,Outback,Subaru,Card,10,26945,12/27/2021 1:54,Jackson,Mississippi,Carvana,wE-730864,Y,
6408,25, Karen Smith,200528,Grand Cherokee,Jeep,Wallet,6,39000,4/22/2021 23:45,Athens,Georgia,Carfax,HM-026573,Y,
6409,24, Amy Barnes,300995,Altima,Nissan,Internet Banking,5,24900,5/14/2021 16:27,Charleston,South Carolina,Car Max,EF-468198,Y,
6410,9, Chloe Howells,300857,Model Y,Tesla,Internet Banking,8,65990,03-02-2021 02:24,Oak Ridge,Tennessee,Carvana,Ml-577037,Y,
6411,7, Calvghin Harris,100494,Highlander,Toyota,Internet Banking,8,35855,9/22/2021 19:37,Nashville,Tennessee,AutoTrader,Pe-121158,N,The payment gateway does not support
6412,5, Brandon Johnson,300804,Model 3,Tesla,Card,7,46990,11/19/2021 17:06,North Little Rock,Arkansas,Carfax,eN-469083,Y,
6413,9, Chloe Hhowells,200122,Equinox,Chevrolet,Card,5,26300,5/30/2021 15:41,Johnson City,Tennessee,eBay,Lc-740946,Y,
6414,15, Micheal Smith,201081,Tucson,Hyundai,Card,18,24950,03-04-2021 16:54,Charleston,West Virginia,AutoTrader,jl-310467,Y,
6415,24, Amy Barfnes,300995,Altima,Nissan,Internet Banking,16,24900,06-06-2021 02:51,New Orleans,Louisiana,Car Max,lu-927299,Y,
6416,4, Rashid Matthews,201278,Outback,Subaru,UPI,12,26945,5/31/2021 5:59,Key West,Florida,AutoTrader,vR-995360,Y,
6417,6, Alex Poppins,100379,1500,Ram,Wallet,19,33975,5/28/2021 6:25,Little Rock,Arkansas,Carvana,WW-601882,Y,
6418,22, Jenny Pickard,200233,Explorer,Ford,Internet Banking,7,35510,10/26/2021 11:21,Tupelo,Mississippi,Carfax,nZ-411637,Y,
6419,7, Calvin Harris,200482,RAV4,Toyota,Card,9,26975,6/26/2021 16:03,Lexington,Kentucky,Carfax,fP-241187,Y,
6420,7, Calvin Harris,300723,Accord,Honda,Wallet,16,26520,9/15/2021 12:23,Baton Rouge,Louisiana,AutoTrader,yB-386444,N,Credit or debit card is canceled
6421,23, Louis Way,300804,Model 3,Tesla,Internet Banking,9,46990,11-04-2021 19:47,Atlanta,Georgia,Car Max,Ay-172431,N,Credit or debit card is canceled
6422,14, Kumar Singh,200787,CR-V,Honda,Internet Banking,6,26800,9/29/2021 21:17,North Little Rock,Arkansas,Carvana,WA-433976,Y,
6423,21, Louis Way,100648,Sierra,GMC,Internet Banking,5,37195,9/20/2021 13:08,Dulles,Virginia,AutoTrader,Du-751319,Y,
6424,25, Karen Smith,100379,1500,Ram,Internet Banking,16,33975,8/17/2021 4:53,Richmond,Virginia,eBay,aZ-332336,Y,
6425,13, Micheal Smith,200787,CR-V,Honda,Card,6,26800,09-07-2021 09:38,Wilmington,North Carolina,AutoTrader,PH-228803,N,The payment gateway does not support
6426,15, Micheal Smith,200528,Grand Cherokee,Jeep,Wallet,11,39000,3/29/2021 17:31,Columbia,South Carolina,AutoTrader,dL-569110,Y,
6427,4, John Smith,200967,Rogue,Nissan,Wallet,11,27150,08-06-2021 07:50,Elkins,West Virginia,AutoTrader,uH-936492,Y,
6428,13, James Rodriguez,300804,Model 3,Tesla,Internet Banking,20,46990,11/28/2021 8:44,Savannah,Georgia,Carfax,dK-184925,Y,
6429,24, Amy Barnes,300786,Civic,Honda,Card,1,22550,11/21/2021 0:26,Orlando,Florida,AutoTrader,nz-329154,Y,
6430,13, James Rodriguez,201137,CX-5,Mazda,Wallet,2,26250,02-11-2021 15:49,Louisville,Kentucky,AutoTrader,Ks-956802,Y,
6431,25, Jenny Pickard,200967,Rogue,Nissan,Wallet,5,27150,5/21/2021 1:40,Savannah,Georgia,Car Max,xX-367566,N,The billing address is invalid 
6432,2, Mary Jane,200794,HR-V,Honda,Card,14,23650,4/27/2021 15:54,Beckley,West Virginia,eBay,Tr-129866,Y,
6433,13, James Rodriguez,300479,Camry,Toyota,Internet Banking,6,25945,4/17/2021 10:17,Mobile,Alabama,Carfax,eM-988037,N,Credit or debit card is canceled
6434,3, Mary Jane,300804,Model 3,Tesla,Wallet,10,46990,08-11-2021 05:38,Jackson,Mississippi,eBay,YO-831593,Y,
6435,23, Usamah Khan,100409,Tacoma,Toyota,Card,14,27150,5/15/2021 10:07,Mobile,Alabama,Carvana,jf-036490,Y,
6436,51, Louis Way,300479,Camry,Toyota,Card,7,25945,03-02-2021 07:38,Cape Hatteras,North Carolina,Carvana,tF-645201,N,Incorrect Pin
6437,15, Miecheal Smith,100494,Highlander,Toyota,Card,14,35855,11/26/2021 20:37,Norfolk,Virginia,Carfax,oW-538682,Y,
6438,13, James Rodriguez,200261,Escape,Ford,Wallet,12,27185,12/20/2021 22:18,Greensboro,North Carolina,eBay,cD-519203,Y,
6439,6, Alexf Poppins,200967,Rogue,Nissan,UPI,20,27150,11-01-2021 22:28,Nashville,Tennessee,AutoTrader,Bs-280786,Y,
6440,10, Max fHalloway,200261,Escape,Ford,UPI,10,27185,10/22/2021 12:06,Little Rock,Arkansas,Car Max,Rp-971532,Y,
6441,8, Justin Thomas,100243,F-150,Ford,UPI,2,45525,04-08-2021 13:07,Augusta,Georgia,eBay,Oo-058925,Y,
6442,24, Amy Barnes,400562,Wrangler,Jeep,Internet Banking,8,30295,07-08-2021 15:01,North Little Rock,Arkansas,eBay,Es-497841,Y,
6443,21, Louis eWay,300479,Camry,Toyota,Card,12,25945,8/20/2021 22:36,Bristol,Tennessee,AutoTrader,Lq-355590,Y,
6444,21, Louis Way,200122,Equinox,Chevrolet,Wallet,19,26300,3/13/2021 9:12,Bowling Green,Kentucky,AutoTrader,mw-188023,Y,
6445,2, Mary Jane,100648,Sierra,GMC,Wallet,14,37195,05-11-2021 00:59,Elkins,West Virginia,eBay,bJ-693527,Y,
6446,22, Jenny Oickard,300479,Camry,Toyota,Internet Banking,7,25945,3/26/2021 3:42,Louisville,Kentucky,AutoTrader,Vr-769516,Y,
6447,23, Usamah Khan,300857,Model Y,Tesla,Card,2,65990,4/22/2021 21:12,Fort Smith,Arkansas,Car Max,Cr-995384,Y,
6448,19, Jordan fBrown,100379,1500,Ram,Wallet,11,33975,3/31/2021 12:32,Little Rock,Arkansas,Carfax,Qi-489631,Y,
6449,20, Ryan Collier,200787,CR-V,Honda,Internet Banking,17,26800,12/29/2021 4:43,Savannah,Georgia,eBay,sw-197593,N,The consumers account is suspended or closed 
6450,22, Jenny Pieckard,300479,Camry,Toyota,Internet Banking,18,25945,10-03-2021 11:01,New Orleans,Louisiana,Carfax,UK-258376,Y,
6451,5, Brandon Johnson,300857,Model Y,Tesla,Wallet,20,65990,07-01-2021 06:00,Tupelo,Mississippi,eBay,BO-827396,Y,
6452,15, Micheal Smith,100243,F-150,Ford,Card,2,45525,11/30/2021 7:09,Kingsport,Tennessee,AutoTrader,RK-744613,Y,
6453,18, Susan Boyfle,100648,Sierra,GMC,Card,14,37195,2/15/2021 21:03,St. Louis,Alabama,Carfax,xL-770352,Y,
6454,21, Louis Way,400562,Wrangler,Jeep,UPI,3,30295,6/27/2021 19:32,Greenville,South Carolina,Carvana,Gt-138385,Y,
6455,3,Alexander Hopkins,201278,Outback,Subaru,Internet Banking,4,26945,12/20/2021 23:46,Tupelo,Mississippi,AutoTrader,Ua-922835,N,The payment gateway does not support
6456,24, Amy Barnez,300479,Camry,Toyota,Wallet,5,25945,11/24/2021 15:22,Spartanburg,South Carolina,Carvana,RJ-445188,Y,
6457,6, Alex Poppins,200528,Grand Cherokee,Jeep,UPI,14,39000,11-06-2021 19:20,Columbia,South Carolina,Carfax,GA-657092,Y,
6458,25, Karen Smitdh,100145,Silverado,Chevrolet,Internet Banking,8,34600,09-06-2021 03:55,Bristol,Tennessee,Carfax,sB-468094,N,Incorrect Pin
6459,25, Karen Smith,201278,Outback,Subaru,Card,7,26945,9/22/2021 18:15,Bristol,Tennessee,Car Max,yH-632591,Y,
6460,21, Louis Wayf,201278,Outback,Subaru,Card,17,26945,5/26/2021 11:38,Montgomery,Alabama,eBay,Sw-405639,Y,
6461,13, James Rodriguez,201278,Outback,Subaru,UPI,17,26945,06-09-2021 00:31,Jacksonville,Florida,AutoTrader,zq-062798,Y,
6462,20, Ryan Collieer,200482,RAV4,Toyota,Wallet,4,26975,05-10-2021 01:46,Tampa,Mind,AutoTrader,jx-468612,Y,
6463,14, Kumar Singh,200967,Rogue,Nissan,Card,17,27150,3/31/2021 17:17,Bristol,Tennessee,Carfax,GJ-337242,Y,
6464,8, Justin Thomwas,300451,Corolla,Toyota,Wallet,7,20425,2/18/2021 15:48,Jackson,Mississippi,Carvana,Sm-528558,Y,
6465,23, Usamah Khan,100243,F-150,Ford,UPI,18,45525,10/23/2021 11:47,Spartanburg,South Carolina,eBay,UP-377408,Y,
6466,11, Chris Jones,300723,Accord,Honda,Internet Banking,14,26520,03-02-2021 13:20,Greensboro,North Carolina,AutoTrader,gf-473920,Y,
6467,8, Justin Thomas,100494,Highlander,Toyota,Internet Banking,12,35855,12-09-2021 16:29,Elkins,West Virginia,Carfax,Oc-248175,N,The billing address is invalid 
6468,4, Rashid Matthews,100379,1500,Ram,UPI,18,33975,3/28/2021 5:47,Dulles,Virginia,Carfax,Di-196126,Y,
6469,18, Susan Boyle,100409,Tacoma,Toyota,Card,13,27150,4/24/2021 11:10,Meridian,Mississippi,Carvana,jI-008600,Y,
647,17, Maria Garcia,200967,Rogue,Nissan,Card,13,27150,9/15/2021 17:29,Greenville,South Carolina,Carfax,ws-260764,N,Merchant account blocks the transaction
64741,16, Dave Hernandez,200261,Escape,Ford,Internet Banking,8,27185,1/23/2021 3:10,Bowling Green,Kentucky,AutoTrader,WM-514719,Y,
6474,2, Mary Jane,400562,Wrangler,Jeep,Wallet,21,30295,6/23/2021 7:49,Kingsport,Tennessee,Carfax,pR-073636,Y,
6473,12, Eric Kemsley,100648,Sierra,GMC,Internet Banking,11,37195,10/21/2021 15:54,Asheville,North Carolina,Car Max,rm-055728,Y,
6474,3,Alexander Hopkins,200482,RAV4,Toyota,Card,5,26975,5/30/2021 6:11,Mobile,Alabama,AutoTrader,Zf-891686,Y,
6475,12, Eric Kemsley,200787,CR-V,Honda,UPI,14,26800,5/22/2021 21:08,Little Rock,Arkansas,Carvana,wv-321045,Y,
6476,19, Jordan Brown,200787,CR-V,Honda,Wallet,1,26800,07-04-2021 06:49,Greenville,South Carolina,Carfax,rB-039094,Y,
6477,15, Micheal Smith,100648,Sierra,GMC,Card,12,37195,3/28/2021 0:11,Birmingham,Alabama,eBay,pn-378124,Y,
64783,15, Micheal Smith,200528,Grand Cherokee,Jeep,Card,19,39000,05-05-2021 04:13,Greensboro,North Carolina,eBay,Gr-308087,Y,
6479,14, Kumar Singh,300479,Camry,Toyota,Card,6,25945,1/25/2021 6:38,Tupelo,Mississippi,Carvana,gY-646880,Y,
6480,16, Dave Hernandez,100648,Sierra,GMC,Wallet,5,37195,9/28/2021 14:10,Greensboro,North Carolina,eBay,ds-909616,Y,
6481,217, Maria Garcia,300995,Altima,Nissan,Wallet,14,24900,11-09-2021 15:45,Columbia,South Carolina,AutoTrader,SM-084914,Y,
6482,16, Dave Hernandez,200233,Explorer,Ford,Card,19,35510,6/30/2021 5:24,Oak Ridge,Tennessee,Carfax,kr-854258,Y,
6483,6, Alex Poppins,100648,Sierra,GMC,Wallet,16,37195,5/19/2021 9:06,Greenville,South Carolina,eBay,Hh-268519,Y,
6484,9, Chloe Howells,300804,Model 3,Tesla,Wallet,14,46990,7/13/2021 6:15,Apalachicola,Florida,Car Max,aT-162575,Y,
6485,24, Amy Barnes,300451,Corolla,Toyota,Wallet,10,20425,08-03-2021 21:45,Spartanburg,South Carolina,Carfax,NG-321645,Y,
6486,12, Eric Kemsley,201137,CX-5,Mazda,Wallet,9,26250,11/27/2021 16:55,Athens,Georgia,AutoTrader,BH-637406,N,The payment gateway does not support
6487,25, Karen Smith,201278,Outback,Subaru,Wallet,10,26945,04-11-2021 15:14,Shreveport,Louisiana,Carfax,Pm-473897,Y,
6488,14, Kumar Singh,201278,Outback,Subaru,Wallet,20,26945,08-04-2021 02:54,Spartanburg,South Carolina,Car Max,Ch-414270,Y,
6489,24, Amy Barnes,201278,Outback,Subaru,Wallet,18,26945,4/18/2021 13:57,Tupelo,Mississippi,Car Max,AT-923471,Y,
6490,25, Karen Smith,201278,Outback,Subaru,Internet Banking,7,26945,04-04-2021 16:37,Nashville,Tennessee,AutoTrader,Wd-420749,Y,
6491,18, Susan Boyle,100145,Silverado,Chevrolet,Wallet,6,34600,3/19/2021 7:16,Norfolk,Virginia,Car Max,xh-747313,Y,
6492,3,Alexander Hopkins,100409,Tacoma,Toyota,Internet Banking,20,27150,11/16/2021 19:47,Baton Rouge,Louisiana,Carfax,jI-989465,Y,
6493,4, Rashid Matthews,200528,Grand Cherokee,Jeep,UPI,19,39000,11/21/2021 8:53,Asheville,North Carolina,,yn-582456,Y,
6494,25, Karen Smith,300723,Accord,Honda,Card,7,26520,10-12-2021 21:48,Nashville,Tennessee,Carvana,Cm-209631,Y,
6495,5, Brandon Johnson,300857,Model Y,Tesla,UPI,20,65990,7/18/2021 11:22,Augusta,Georgia,Carvana,bd-923883,Y,
6496,10, Max Halloway,100409,Tacoma,Toyota,UPI,6,27150,8/21/2021 10:12,New Orleans,Louisiana,AutoTrader,UP-044592,Y,
6497,13, James Rodriguez,201137,CX-5,Mazda,Internet Banking,10,26250,4/14/2021 9:01,Meridian,Mississippi,Car Max,NL-501739,N,The consumers account is suspended or closed 
6498,18, Susan Boyle,100648,Sierra,GMC,Internet Banking,13,37195,9/19/2021 19:17,Columbia,South Carolina,Carfax,GG-294280,Y,
6499,21, Louis Way,300451,Corolla,Toyota,Internet Banking,13,20425,05-10-2021 08:11,Shreveport,Louisiana,Carfax,nX-886261,Y,
6500,21, Louis Way,300786,Civic,Honda,UPI,14,22550,11-07-2021 19:01,Montgomery,Alabama,Carvana,wV-087488,N,Credit or debit card is expired 
6501,8, Justin Thomas,200787,CR-V,Honda,Card,6,26800,4/25/2021 11:53,New Orleans,Louisiana,Car Max,Pf-384661,Y,
6502,4, Rashid Matthews,200261,Escape,Ford,Wallet,15,27185,12/25/2021 6:17,Augusta,Georgia,AutoTrader,nc-888026,Y,
6503,12, Eric Kemsley,300723,Accord,Honda,Wallet,2,26520,01-10-2021 02:44,Lynchburg,Virginia,eBay,sM-465628,Y,
6504,21, Louis Way,201137,CX-5,Mazda,UPI,4,26250,12-11-2021 08:50,Charleston,West Virginia,eBay,lz-246049,Y,
6505,5, Brandon Johnson,300786,Civic,Honda,Wallet,18,22550,10/13/2021 3:46,Louisville,Kentucky,Car Max,bI-465830,N,Merchant account blocks the transaction
6506,21, Louis Way,100648,Sierra,GMC,Wallet,10,37195,3/23/2021 7:03,Richmond,Virginia,eBay,gY-575123,Y,
6507,10, Max Halloway,300995,Altima,Nissan,Internet Banking,13,24900,02-06-2021 03:45,Lynchburg,Virginia,AutoTrader,xE-177160,Y,
6508,5, Brandon Johnson,200787,CR-V,Honda,Wallet,15,26800,1/20/2021 6:27,Greenville,South Carolina,Carfax,eh-012889,Y,
6509,15, Micheal Smith,200482,RAV4,Toyota,Card,19,26975,06-08-2021 12:25,Savannah,Georgia,Carvana,cz-733712,Y,
6510,22, Jenny Pickard,300479,Camry,Toyota,UPI,1,25945,07-01-2021 13:40,Nashville,Tennessee,eBay,ie-817968,Y,
6511,6, Alex Poppins,201278,Outback,Subaru,Internet Banking,8,26945,06-02-2021 17:58,Bristol,Tennessee,Carfax,YK-358256,Y,
6512,19, Jordan Brown,200482,RAV4,Toyota,UPI,4,26975,9/24/2021 8:48,Little Rock,Arkansas,Car Max,Aj-188311,Y,
6513,17, Maria Garcia,300995,Altima,Nissan,Card,8,24900,3/22/2021 14:38,Huntsville,Alabama,Carvana,HF-837031,N,The consumers account is suspended or closed 
6514,17, Maria Garcia,100243,F-150,Ford,UPI,5,45525,04-01-2021 11:59,Oak Ridge,Tennessee,AutoTrader,mQ-114593,Y,
6515,25, Karen Smith,300723,Accord,Honda,Card,5,26520,7/21/2021 1:06,Shreveport,Louisiana,Carfax,MF-595891,Y,
6516,2, Mary Jane,200233,Explorer,Ford,Card,12,35510,03-10-2021 00:23,Charleston,West Virginia,Carvana,wv-963158,Y,
6517,4, Rashid Matthews,200233,Explorer,Ford,Card,16,35510,09-10-2021 04:17,Paducah,Kentucky,AutoTrader,Ka-513547,Y,
6518,12, Eric Kemsley,300804,Model 3,Tesla,UPI,12,46990,10/26/2021 5:01,Knoxville,Tennessee,Carfax,sl-665647,Y,
6519,21, Louis Way,200787,CR-V,Honda,Internet Banking,13,26800,4/17/2021 9:06,Tupelo,Mississippi,Carfax,Uk-072220,Y,
6520,11, Chris Jones,200967,Rogue,Nissan,UPI,3,27150,5/13/2021 14:44,Columbus,Georgia,Car Max,eB-518434,N,Incorrect Pin
6521,19, Jordan Brown,200233,Explorer,Ford,Wallet,3,35510,10/18/2021 9:44,Richmond,Virginia,Carvana,Fy-326243,Y,
6522,5, Brandon Johnson,200482,RAV4,Toyota,Card,10,26975,10/24/2021 4:33,Louisville,Kentucky,AutoTrader,Ru-913741,N,The payment gateway does not support
6523,17, Maria Garcia,100243,F-150,Ford,Internet Banking,17,45525,12-08-2021 22:53,Kingsport,Tennessee,Carvana,fp-214759,N,Merchant account blocks the transaction
6524,16, Dave Hernandez,200794,HR-V,Honda,UPI,12,23650,5/28/2021 5:44,Lake Charles,Louisiana,AutoTrader,QG-689047,Y,
6525,14, Kumar Singh,300723,Accord,Honda,UPI,8,26520,6/20/2021 15:35,Augusta,Georgia,Carvana,fc-949788,Y,
6526,9, Chloe Howells,100409,Tacoma,Toyota,Internet Banking,14,27150,9/26/2021 17:21,Memphis,Tennessee,Car Max,ve-108157,Y,
6527,5, Brandon Johnson,200787,CR-V,Honda,Card,4,26800,1/14/2021 23:13,Spartanburg,South Carolina,Car Max,Hj-097286,Y,
6528,10, Max Halloway,200794,HR-V,Honda,Card,3,23650,2/16/2021 12:52,Atlanta,Georgia,Carvana,zw-635479,Y,
6529,4, Rashid Matthews,300804,Model 3,Tesla,Internet Banking,18,46990,02-03-2021 22:48,Lynchburg,Virginia,Car Max,Ib-330680,Y,
6530,25, Karen Smith,100648,Sierra,GMC,Card,15,37195,10/21/2021 15:17,Columbia,South Carolina,Carvana,xv-847732,Y,
6531,23, Usamah Khan,100494,Highlander,Toyota,Internet Banking,17,35855,08-06-2021 04:36,Charleston,West Virginia,Carfax,js-563017,Y,
6532,11, Chris Jones,300857,Model Y,Tesla,UPI,12,65990,9/23/2021 11:50,Louisville,Kentucky,eBay,hd-808735,Y,
6533,20, Ryan Collier,100494,Highlander,Toyota,Wallet,7,35855,7/29/2021 23:58,New Orleans,Louisiana,Carfax,YF-603627,N,Merchant account blocks the transaction
6534,15, Micheal Smith,100648,Sierra,GMC,Internet Banking,8,37195,10-06-2021 10:39,Tupelo,Mississippi,Carvana,ab-506089,Y,
6535,18, Susan Boyle,300451,Corolla,Toyota,Card,15,20425,10/31/2021 2:55,Winston-Salem,North Carolina,eBay,YV-799675,Y,
6536,10, Max Halloway,201278,Outback,Subaru,Internet Banking,19,26945,9/21/2021 17:55,Richmond,Virginia,AutoTrader,sS-223846,Y,
